WKT	OBJECTID_1	OBJECTID	LOCATIONID	DATE_	HOURLYRATE	TIMELIMIT	EMPTYPOLE	YOKEDPOLE	RSTRCTDAY	RSTRCTTIME	GPSTIME	IKEDIST	IKELAT	IKELONG	IKEALT	TGTLAT	TGTLONG	TGTALT	IKERAWBRG	IKEPITCH	IKEROLL	IKEMAGDEC	EPE	IKEPDOP	IKEGPSFIX	IKEIMAGE	ET_ID	SERIALNUM	CR_ID	RSTRCTDAY2	RSTRCTTIM2	STRCTLEVEL	MBSPACES	TIMELIMIT2	BATTCHGZON	BATTCNGMON
"POINT (-118.48989025962639 34.006102267779909)"	1722	2013	OCE2005	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905084	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48988025264265 34.006087429452727)"	1723	2014	OCE2067	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902700	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48987951102656 34.006083713628215)"	1724	2015	OCE2065	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902713	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48987544880487 34.006044388902865)"	1725	2016	OCE2007	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905113	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48986665181984 34.006031171132229)"	1726	2017	OCE2063	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902691	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48986575298058 34.006027410869017)"	1727	2018	OCE2061	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902726	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48986249603732 34.005992875438558)"	1728	2019	OCE2009	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905125	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48985310682957 34.005982416065201)"	1729	2020	OCE2059	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902703	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.4898524367019 34.005978707162676)"	1730	2021	OCE2057	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902708	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48984662304434 34.005941795743816)"	1731	2022	OCE2011	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905134	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48983727480072 34.005927420833672)"	1732	2023	OCE2055	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902695	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48983649716533 34.005923653767589)"	1733	2024	OCE2053	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902709	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48983202510557 34.005884398319822)"	1734	2025	OCE2013	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905096	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.4898228208166 34.005875938701351)"	1735	2026	OCE2051	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902715	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48982189235076 34.005872479670984)"	1736	2027	OCE2049	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902697	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48981643273227 34.005830579518957)"	1737	2028	OCE2015	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905129	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48980987021372 34.005823675145699)"	1738	2029	OCE2047	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905294	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48980926979134 34.005819853268207)"	1739	2030	OCE2045	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905371	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48980260014801 34.005777619048928)"	1740	2031	OCE2017	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905093	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48979404237052 34.005770680399905)"	1741	2032	OCE2043	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905402	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48979363906957 34.005767246284258)"	1742	2033	OCE2041	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905380	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.4897885473966 34.005724214112433)"	1743	2034	OCE2019	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905083	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48977973237037 34.005718820836925)"	1744	2035	OCE2039	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902731	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48977919210022 34.005715658639289)"	1745	2036	OCE2037	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902729	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48977437857825 34.005669285148805)"	1746	2037	OCE2021	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905293	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48976521279951 34.005667587788672)"	1747	2038	OCE2035	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905364	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.489765121313 34.005664162324514)"	1748	2039	OCE2033	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905373	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48976084184041 34.005616925699989)"	1749	2040	OCE2023	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905296	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48974920552793 34.005610003146408)"	1750	2041	OCE2031	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905377	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48974865110421 34.00560664176669)"	1751	2042	OCE2029	1434349568	1	5 hr	F	T	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905363	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.4897344870962 34.005556783015805)"	1752	2043	OCE2027	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905306	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48974695569754 34.005561089543235)"	1753	2044	OCE2025	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905299	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48992545732821 34.00573600226371)"	1754	2045	OCE2014	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905370	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48994450793857 34.005801769488542)"	1755	2046	OCE2012	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905381	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48990931085538 34.005676849534943)"	1756	2047	OCE2016	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905385	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48995616873241 34.005850782820723)"	1757	2048	OCE2010	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905383	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48997294009878 34.005908493254815)"	1758	2049	OCE2008	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905358	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48998771851066 34.005971554278126)"	1759	2050	OCE2006	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905388	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.49000116064622 34.006025841570796)"	1760	2051	OCE2004	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905378	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.49001933755503 34.006088978946977)"	1761	2052	OCE2002	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905387	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.49003673081455 34.006154531110418)"	1762	2053	OCE2000	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905233	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.49015288402579 34.006549898533045)"	1763	2054	OCE1914	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905088	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.49016528710683 34.006596969630408)"	1764	2055	OCE1912	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	909797	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.49018053112707 34.006659266945285)"	1765	2056	OCE1910	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905078	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.49023695830476 34.006871424251969)"	1766	2057	OCE1906	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905103	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.4902221443683 34.006821211184075)"	1767	2058	OCE1908	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905073	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.49025801139136 34.006956480672699)"	1768	2059	OCE1904	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905259	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.49026981689349 34.007004266401509)"	1769	2060	OCE1902	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905054	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.4902903633493 34.007069348646603)"	1770	2061	OCE1900	1434349568	1	5 hr	F	F	7 Days	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905263	CR40	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48904307808301 34.007000905836406)"	1771	2064	BAY0108	1434349568	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	908721	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48910412729001 34.006957034948186)"	1772	2065	BAY0106	1434349568	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	900200	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48916494340958 34.006914783230215)"	1773	2066	BAY0104	1434349568	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	900280	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.489221999809 34.006874374133851)"	1774	2067	BAY0102	1434349568	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904138	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48928319516698 34.006831833228929)"	1775	2068	BAY0100	1434349568	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	900207	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48877797099821 34.007340547845388)"	1776	2069	BAY0201	1434349568	0.75	20 min	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906747	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48873290784206 34.007372501346985)"	1777	2070	BAY0203	1434349568	0.75	20 min	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903107	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48788502348556 34.00645203709508)"	1778	2071	BIC0200	1434349568	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904365	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48783462407256 34.006484805182133)"	1779	2072	BIC0202	1434349568	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904374	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48777753302318 34.006525281375218)"	1780	2073	BIC0204	1434349568	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904355	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48791069121734 34.006642807354879)"	1781	2074	BIC0205	1434349568	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905699	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48796995267787 34.0066032500037)"	1782	2075	BIC0203	1434349568	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906474	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48802121736577 34.006567752117647)"	1783	2076	BIC0201	1434349568	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905722	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48857058374932 34.006186207523605)"	1784	2077	BIC0101	1434349568	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	900205	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48547985119841 34.023792699779307)"	1785	2078	14S1400	1779949568	0.75	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903883	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48542801421489 34.023745904829426)"	1786	2079	14S1402	1779949568	0.75	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903894	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48537834132729 34.023701661519866)"	1787	2080	14S1404	1779949568	0.75	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904120	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48533306562548 34.023664721889197)"	1788	2081	14S1406	1779949568	0.75	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904054	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48349323837293 34.022091130011525)"	1789	2082	14S1500	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	907746	CR21	 	 	0	0	 	BZ06	JUNE
"POINT (-118.48344978177269 34.022053168170679)"	1790	2083	14S1502	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	907785	CR21	 	 	0	0	 	BZ06	JUNE
"POINT (-118.48341507622017 34.022024474223265)"	1791	2084	14S1504	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	907728	CR21	 	 	0	0	 	BZ06	JUNE
"POINT (-118.48450218532163 34.023172117995998)"	1792	2085	14S1405	1779949568	0.75	40 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903041	CR19	 	 	0	0	 	BZ06	JUNE
"POINT (-118.48455058611303 34.023212027673189)"	1793	2086	14S1403	1779949568	0.75	40 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903031	CR19	 	 	0	0	 	BZ06	JUNE
"POINT (-118.48459954099597 34.023255809910289)"	1794	2087	14S1401	1779949568	0.75	40 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903079	CR19	 	 	0	0	 	BZ06	JUNE
"POINT (-118.48757796994752 34.024008154858542)"	1795	2088	EUC1300	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905739	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48708068947018 34.023581227480101)"	1796	2089	EUC1302	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905999	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48693196895933 34.02345582691035)"	1797	2090	EUC1304	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905737	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48688854617689 34.023417927463342)"	1798	2091	EUC1306	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905729	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48650055507815 34.023086013375085)"	1799	2092	EUC1400	1779949568	0.75	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904096	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48634871318617 34.022959402193251)"	1800	2093	EUC1402	1779949568	0.75	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904089	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48630476701148 34.022919102053564)"	1801	2094	EUC1404	1779949568	0.75	40 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903821	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48624430953302 34.022869905330751)"	1802	2095	EUC1406	1779949568	0.75	40 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903740	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48620683101718 34.022836759841979)"	1803	2096	EUC1408	1779949568	0.75	40 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903738	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48616473684649 34.023020390229618)"	1804	2097	EUC1407	1779949568	0.75	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904088	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48621264443941 34.02306157329707)"	1805	2098	EUC1405	1779949568	0.75	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904095	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48625503307757 34.023096552565846)"	1806	2099	EUC1403	1779949568	0.75	1 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904098	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.4863043149674 34.023138518906116)"	1807	2100	EUC1401	1779949568	0.75	40 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903739	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48687358389196 34.023624348604649)"	1808	2101	EUC1305	1779949568	0.75	40 min	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903856	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48700162804981 34.023734398357405)"	1809	2102	EUC1303	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905838	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48704024445492 34.023767035955871)"	1810	2103	EUC1301	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	905828	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48735601669286 34.022461630465614)"	1811	2104	12S1401	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904207	CR08	 	 	0	0	 	BZ03	MARCH
"POINT (-118.48856452860134 34.018554811239625)"	1812	2106	09S1508	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906771	CR19	 	 	0	0	 	BZ06	JUNE
"POINT (-118.48860372519813 34.018587546944872)"	1813	2107	09S1506	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906434	CR19	 	 	0	0	 	BZ06	JUNE
"POINT (-118.48865205811718 34.018627446223661)"	1814	2108	09S1504	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906777	CR19	 	 	0	0	 	BZ06	JUNE
"POINT (-118.48870282992617 34.018671537670194)"	1815	2109	09S1502	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906773	CR19	 	 	0	0	 	BZ06	JUNE
"POINT (-118.48875722240166 34.018714912139082)"	1816	2110	09S1500	1779949568	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906749	CR19	 	 	0	0	 	BZ06	JUNE
"POINT (-118.45524411569421 34.018241344752788)"	1817	2224	28S0001	-923483136	0.75	2 hr	F	T	Mon - Sat	9 a.m. - 6 p.m.	1542 407248 2009-07-30-10-07-34	0	0	0	0	0	0	0	0	0	0	0	0	4.5310043037	True	 	0	907296	CR42	 	 	0	0	 	BZ10	OCTOBER
"POINT (-118.45523952848129 34.018235979889553)"	1818	2225	28S0003	-923483136	0.75	2 hr	F	T	Mon - Sat	9 a.m. - 6 p.m.	1542 407419 2009-07-30-10-10-26	0	0	0	0	0	0	0	0	0	0	0	0	5.7567351858	True	 	0	907290	CR42	 	 	0	0	 	BZ10	OCTOBER
"POINT (-118.45515615018607 34.018134868027971)"	1819	2226	28S0005	-923483136	0.75	9 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	1542 407542 2009-07-30-10-12-28	0	0	0	0	0	0	0	0	0	0	0	0	4.143669871	True	 	0	909667	CR42	 	 	0	0	 	BZ10	OCTOBER
"POINT (-118.45512011757371 34.018090397746377)"	1820	2227	28S0007	-923483136	0.75	9 hr	F	T	Mon - Sat	9 a.m. - 6 p.m.	1542 407675 2009-07-30-10-14-40	0	0	0	0	0	0	0	0	0	0	0	0	4.2379240201	True	 	0	909742	CR42	 	 	0	0	 	BZ10	OCTOBER
