WKT	OBJECTID_1	OBJECTID	LOCATIONID	DATE_	HOURLYRATE	TIMELIMIT	EMPTYPOLE	YOKEDPOLE	RSTRCTDAY	RSTRCTTIME	GPSTIME	IKEDIST	IKELAT	IKELONG	IKEALT	TGTLAT	TGTLONG	TGTALT	IKERAWBRG	IKEPITCH	IKEROLL	IKEMAGDEC	EPE	IKEPDOP	IKEGPSFIX	IKEIMAGE	ET_ID	SERIALNUM	CR_ID	RSTRCTDAY2	RSTRCTTIM2	STRCTLEVEL	MBSPACES	TIMELIMIT2	BATTCHGZON	BATTCNGMON
"POINT (-118.49047466288444 34.009909546574832)"	1	1	MAI1722	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904383	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49041841866186 34.009799285581103)"	2	2	MAI1726	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904403	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49039708069343 34.009743916101236)"	3	3	MAI1728	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904397	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49038070010127 34.009686381723043)"	4	4	MAI1730	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904401	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49032723483475 34.009517123709763)"	5	5	MAI1732	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904389	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49030677615093 34.009461034823893)"	6	6	MAI1734	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904402	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49028765101912 34.009403251039622)"	7	7	MAI1736	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904369	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.4902698470076 34.009351446281443)"	8	8	MAI1738	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904358	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49024882853456 34.009283495448535)"	9	9	MAI1740	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906609	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49022759343659 34.009225316337869)"	10	10	MAI1742	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904378	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49020939086249 34.009164409481393)"	11	11	MAI1744	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904357	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49135322171017 34.011140954035596)"	12	12	OLD0201	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904212	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49130321655933 34.011181754655311)"	13	13	OLD0203	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904211	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49124706145324 34.01122646770758)"	14	14	OLD0205	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904208	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49119421814103 34.011271037435144)"	15	15	OLD0207	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904194	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49114009858631 34.011313238588201)"	16	16	OLD0209	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904271	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49109032221848 34.011355796183594)"	17	17	OLD0211	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904202	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49103331493748 34.011399963567733)"	18	18	OLD0213	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904209	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.4909802708457 34.011442086347706)"	19	19	OLD0215	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904213	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49125699502503 34.011053595614015)"	20	20	OLD0200	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904264	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49120609864499 34.011094534149443)"	21	21	OLD0202	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904266	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49115163050973 34.011139668521423)"	22	22	OLD0204	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	907766	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49110128097439 34.011180095419441)"	23	23	OLD0206	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904241	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49104972427838 34.011222177018354)"	24	24	OLD0208	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904263	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.4910001055835 34.011262453048822)"	25	25	OLD0210	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904246	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49125792925342 34.010853078486782)"	26	26	MAI1701	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904171	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49121204544669 34.010811022857247)"	27	27	MAI1703	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904181	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49116793231548 34.010774054585013)"	28	28	MAI1705	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904178	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49111633427347 34.010728591828133)"	29	29	MAI1707	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904179	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49107041762163 34.010689955805262)"	30	30	MAI1709	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904184	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49101846192708 34.010646436370806)"	31	31	MAI1711	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904451	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49095985903139 34.010596964966069)"	32	32	MAI1713	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904448	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49090464919772 34.010547715034249)"	33	33	MAI1715	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904450	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49084884679574 34.010497462274706)"	34	34	MAI1717	-232283136	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904457	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.48960025122284 34.007710321953546)"	35	35	MAI1900	26916864	0.75	20 min	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903088	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48957018293351 34.007681475774369)"	36	36	MAI1902	26916864	0.75	20 min	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903094	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48954165636285 34.007652473679777)"	37	37	MAI1904	26916864	0.75	20 min	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903052	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48951289366175 34.00762511062662)"	38	38	MAI1906	26916864	0.75	20 min	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903089	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.4894821672446 34.007596077772611)"	39	39	MAI1908	26916864	0.75	20 min	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	907542	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48928296721772 34.007390127261353)"	40	40	MAI1910	26916864	0.75	1 hr	F	F	7 Days	6 p.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902989	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48923865115738 34.007348914695037)"	41	41	MAI1912	26916864	0.75	1 hr	F	F	7 Days	6 p.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	908761	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48883624526538 34.006949514154272)"	42	42	MAI2000	26916864	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904460	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48878730935341 34.006902167155395)"	43	43	MAI2002	26916864	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904272	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48873482575175 34.006849574042349)"	44	44	MAI2004	26916864	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904274	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48868314695754 34.006795199820054)"	45	45	MAI2006	26916864	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904253	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48863597513822 34.006749049168434)"	46	46	MAI2008	26916864	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904279	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48858337646078 34.006696181488294)"	47	47	MAI2010	26916864	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904277	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48853598155975 34.006647957267901)"	48	48	MAI2012	26916864	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904278	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48848117945023 34.006594981263255)"	49	49	MAI2014	26916864	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904252	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48843072194913 34.00654652508122)"	50	50	MAI2016	26916864	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904276	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48837614567417 34.006490857933578)"	51	51	MAI2018	26916864	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904275	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48788744109201 34.006011713736349)"	52	52	MAI2102	26916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904510	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48804773256724 34.00617040217233)"	53	53	MAI2100	26916864	0.75	20 min	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	902944	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48781472664132 34.005939270861035)"	54	54	MAI2104	26916864	0.75	1 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904508	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48775038420305 34.005876261134681)"	55	55	MAI2106	26916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904217	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48769957571538 34.005825570262836)"	56	56	MAI2108	26916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904502	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48765199593554 34.005773868324852)"	57	57	MAI2110	26916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904503	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48726881087809 34.005389511860592)"	58	62	MAI2200	977316864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904218	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48722523804877 34.005341731487789)"	59	63	MAI2202	977316864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904199	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48712626483837 34.005247423786543)"	60	65	MAI2206	977316864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904214	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48708165918153 34.005203874831444)"	61	66	MAI2208	977316864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904197	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48703189192972 34.005159347787568)"	62	67	MAI2210	977316864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904198	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48698050716894 34.005112348928947)"	63	68	MAI2212	977316864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904203	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48694828252816 34.005076112809128)"	64	69	MAI2214	977316864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904215	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48684663798241 34.004978021097678)"	65	70	MAI2216	977316864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904509	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48655718462487 34.004692357626901)"	66	71	MAI2300	977316864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904506	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48651698968921 34.004650679402296)"	67	72	MAI2302	977316864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904494	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48561381558896 34.003895945218702)"	68	73	MAI2404	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904183	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48550237538744 34.003785904092624)"	69	75	MAI2408	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904180	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48536586522744 34.003648234265164)"	70	76	MAI2410	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904174	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.4853258648165 34.003609858995667)"	71	77	MAI2412	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904155	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48528198501539 34.003566473252363)"	72	78	MAI2414	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904160	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48489917878767 34.003179788228891)"	73	79	MAI2500	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904469	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48486657293162 34.00314566539307)"	74	80	MAI2502	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904474	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48477119400647 34.003049221845231)"	75	81	MAI2504	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904153	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48472362652971 34.003003545489328)"	76	82	MAI2506	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904165	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48467262374808 34.002950648090263)"	77	83	MAI2508	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904172	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48462885826446 34.002909314450726)"	78	84	MAI2510	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	903439	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48458470652793 34.002864826973145)"	79	85	MAI2512	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904168	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48454225008315 34.00282203927965)"	80	86	MAI2514	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904169	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48448719354379 34.002767809381957)"	81	87	MAI2516	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904175	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48444929421463 34.002732660101316)"	82	88	MAI2518	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904176	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.4844154655288 34.002701530643797)"	83	89	MAI2520	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904156	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48642793005368 34.004563935627544)"	84	90	MAI2306	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904488	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48647179496562 34.004606429402891)"	85	91	MAI2304	1322916864	0.75	2 hr	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904500	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.49079184930712 34.010450164174976)"	86	93	MAI1719	2100516864	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904454	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49073636518362 34.010403028482934)"	87	94	MAI1721	2100516864	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904453	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49068175481594 34.010356457181388)"	88	95	MAI1723	2100516864	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904458	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49062759264768 34.010310801797182)"	89	96	MAI1725	2100516864	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904456	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49051978428896 34.010214588110806)"	90	97	MAI1729	2100516864	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904461	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49046157689106 34.010168771490285)"	91	98	MAI1731	2100516864	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904466	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49040670139647 34.010122904341522)"	92	99	MAI1733	2100516864	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904225	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49035511509371 34.010074131678316)"	93	100	MAI1735	2100516864	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	906147	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49031149426695 34.010021647468015)"	94	101	MAI1737	2100516864	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904470	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49027139964898 34.009964954072686)"	95	102	MAI1739	2100516864	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904464	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.49023355482051 34.009905886798094)"	96	103	MAI1741	2100516864	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904167	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.48909711491986 34.007483076084952)"	97	104	MAI1901	2100516864	0.75	20 min	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904589	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.48904633466074 34.007433447662393)"	98	105	MAI1903	2100516864	0.75	20 min	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904600	CR53	 	 	0	0	 	BZ11	NOVEMBER
"POINT (-118.49057340309956 34.01026323524416)"	99	106	MAI1727	2100516864	0.75	2 hr	F	F	Mon - Sat	9 a.m. - 6 p.m.	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	904471	CR32	 	 	0	0	 	BZ09	SEPTEMBER
"POINT (-118.48898872266312 34.007374561079587)"	100	108	MAI1905	-2108050432	0.75	20 min	F	F	7 Days	9 a.m. - 10 p.m	 	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	0	909098	CR53	 	 	0	0	 	BZ11	NOVEMBER
