WKT	OBJECTID	Enabled	Subtype	COMPKEY	WATER_	ANGLE	ValveCompkey	HydrantID	ValveID	Group_	Sequence	COMPTYPE
"POINT (-118.48511834232569 34.002363637030378)"	21		0	44695	374	175.81692504	1081	32	4-207			12
"POINT (-118.48675682642961 34.001783519885812)"	22		0	44696	375	3.29115509	1082	33	4-282			12
"POINT (-118.48636811733914 34.001388346574551)"	23		0	44697	376	353.05224609	1083	34	4-279			12
"POINT (-118.51165714772979 34.029680409930194)"	24		0	44698	759	3.73997688	1158	45	1-87			12
"POINT (-118.51132404461993 34.027781207922267)"	25		0	44699	760	181.72993469	1159	46	1-80			12
"POINT (-118.51007073786666 34.031291960275482)"	26		0	44700	761	183.63705444	1160	47	1-135			12
"POINT (-118.51041955198673 34.025165104510478)"	27		0	44701	895	281.25241088	1175	48	1-53			12
"POINT (-118.50350909731071 34.022713533616418)"	28		0	44702	896	270.19131469	1176	49	2-57			12
"POINT (-118.50253039773044 34.023543893795015)"	29		0	44703	897	89.61835479	1177	50	2-69			12
"POINT (-118.50156180800005 34.024291239920977)"	30		0	44704	898	89.61643218	1178	51	2-81			12
"POINT (-118.50246482791414 34.02093438103946)"	31		0	44705	1464	359.92837524	1241	54	2-55			12
"POINT (-118.50208077133712 34.021499047376821)"	32		0	44706	1465	269.80947876	1242	55	2-59A			12
"POINT (-118.50058016916837 34.022463089817386)"	33		0	44708	1466	359.85818481	1244	57	2-80			12
"POINT (-118.49962834091896 34.023228464154791)"	34		0	44709	1467	0.298413	1245	58	2-86			12
"POINT (-118.49877124505441 34.021254827956291)"	35		0	44710	1468	0	1246	59	2-85			12
"POINT (-118.49970802246439 34.020480634944747)"	36		0	44711	1469	0.07162	1247	60	2-75			12
"POINT (-118.50065585925731 34.019716602408636)"	37		0	44712	1470	0.04758799	1248	61	2-62			12
"POINT (-118.50174812543894 34.018784521866998)"	38		0	44713	1471	359.784729	1249	62	2-42			12
"POINT (-118.50145570498545 34.019380085286336)"	39		0	44714	1472	270.69131469	1250	63	2-51			12
"POINT (-118.50342295635288 34.018906140981002)"	40		0	44715	1473	90	1251	64	2-25B			12
"POINT (-118.50121081513151 34.017014677548055)"	41		0	44716	1474	89.81961059	1252	65	2-21			12
"POINT (-118.50086456976221 34.016641783910877)"	42		0	44717	1475	90	1253	66	2-19			12
"POINT (-118.5005132601225 34.017153266804051)"	43		0	44718	1476	0	1254	67	2-158			12
"POINT (-118.50015623714846 34.017411632460394)"	44		0	44719	1477	269.44577026	1255	68	2-159			12
"POINT (-118.50039654765887 34.017621836449557)"	45		0	44720	1478	180.22557067	1256	69	2-154			12
"POINT (-118.49948340139917 34.016834569348923)"	46		0	44721	1479	269.44577026	1257	70	3-80			12
"POINT (-118.49944708693398 34.018390882990794)"	47		0	44722	1480	180.26281738	1258	71	2-150			12
"POINT (-118.49920501705286 34.018170736379027)"	48		0	44723	1481	269.80838012	1259	72	2-161			12
"POINT (-118.49850928100609 34.019163513555569)"	49		0	44725	1482	180	1261	74	2-146			12
"POINT (-118.49755845225512 34.019892677359607)"	50		0	44726	1483	180.14181518	1262	75	2-137			12
"POINT (-118.49778527644868 34.019394235835186)"	51		0	44727	1484	270	1263	76	2-164			12
"POINT (-118.49661789089392 34.020652607932469)"	52		0	44728	1485	180.07055664	1264	77	2-133			12
"POINT (-118.49413253750718 34.012165376106772)"	53		0	44729	2158	180.02864074	1329	90	3-59			12
"POINT (-118.49363183498247 34.010524926569659)"	54		0	44730	2159	90	1330	91	4-199			12
"POINT (-118.49277385824745 34.011884095510688)"	55		0	44732	2160	270	1332	93	4-193			12
"POINT (-118.49249958970709 34.009560978376818)"	56		0	44733	2161	90	1333	94	4-202			12
"POINT (-118.49170065387817 34.011244771540042)"	57		0	44735	2162	90.08264923	1335	96	4-150			12
"POINT (-118.49006339020215 34.009643261907954)"	58		0	44737	2163	61.37388229	1337	98	4-155			12
"POINT (-118.48887743059252 34.01251636304066)"	59		0	44740	2164	0	1340	101	4-15			12
"POINT (-118.48781008090326 34.01312967550944)"	60		0	44741	2165	354.46136474	1341	102	4-17			12
"POINT (-118.48943828732754 34.011670428800656)"	61		0	44742	2166	90	1342	103	4-13			12
"POINT (-118.48850534521743 34.010867494591693)"	62		0	44743	2167	90	1343	104	4-32			12
"POINT (-118.48599814992026 34.010340978770003)"	63		0	44744	2588	355.88085937	1396	122	4-44			12
"POINT (-118.48488091434369 34.005887048587937)"	64		0	44745	2589	85.62550354	1397	123	4-132			12
"POINT (-118.48409025018948 34.005107355417508)"	65		0	44746	2590	85.37449646	1398	124	4-133			12
"POINT (-118.48311333525868 34.004129231554082)"	66		0	44747	2591	85.3782196	1399	125	4-135			12
"POINT (-118.48398832281009 34.003459124685882)"	67		0	44748	2592	265.97576904	1400	126	4-179			12
"POINT (-118.484993166305 34.004461445608563)"	68		0	44749	2593	265.17156982	1401	127	4-181			12
"POINT (-118.48486640689278 34.003429816783601)"	69		0	44751	2594	85.95041656	1403	129	4-185			12
"POINT (-118.48657745740034 34.005000274800508)"	70		0	44753	2595	85.79183959	1405	131	4-170			12
"POINT (-118.48566579226345 34.00666145245075)"	71		0	44754	2596	85.60129547	1406	132	4-128			12
"POINT (-118.48731544619083 34.005732250032935)"	72		0	44755	2597	86.01073455	1407	133	4-168			12
"POINT (-118.48816231048208 34.006567569512455)"	73		0	44756	2598	85.79884338	1408	134	4-165			12
"POINT (-118.48742511757155 34.008119669991864)"	74		0	44759	2599	355.89770507	1411	137	4-141			12
"POINT (-118.48743252779211 34.009401168282153)"	75		0	44760	2600	355.7876892	1412	138	4-120			12
"POINT (-118.4894918593515 34.007886291592179)"	76		0	44762	2601	85.45939636	1414	140	4-161			12
"POINT (-118.48980367350761 34.008683577972945)"	77		0	44763	2602	60.4971733	1415	141	4-156			12
"POINT (-118.50819886984382 34.032177725672945)"	78		0	44766	3941	260.85043335	1569	158	1-140			12
"POINT (-118.50872642171245 34.032853090964529)"	79		0	44767	3942	259.68365478	1570	159	1-137			12
"POINT (-118.50797062606804 34.033811002809067)"	80		0	44768	3943	20.55604553	1571	160	1-175			12
"POINT (-118.5077922870216 34.031791150243542)"	81		0	44769	3944	275.85601806	1572	161	1-147			12
"POINT (-118.50689667085361 34.034191655665971)"	82		0	44770	3945	205.18052673	1573	162	10-18			12
"POINT (-118.50651328137829 34.033864661343266)"	83		0	44771	3946	270	1574	163	10-22			12
"POINT (-118.50736732508763 34.033047697576791)"	84		0	44772	3947	201.57081604	1575	164	10-20			12
"POINT (-118.50702428567909 34.032734735916158)"	85		0	44773	3948	270.67358398	1576	165	10-21			12
"POINT (-118.50673621188672 34.031210506651988)"	86		0	44774	3949	0.36727601	1577	166	1-149A			12
"POINT (-118.50614790089638 34.031923163032339)"	87		0	44775	3950	13.50646591	1578	167	10-36			12
"POINT (-118.50447754010605 34.032979425436778)"	88		0	44776	3951	270.11935424	1579	168	10-75			12
"POINT (-118.50512734517118 34.034205846030844)"	89		0	44777	3952	30.93382644	1580	169	10-40			12
"POINT (-118.50391694639363 34.03323000914073)"	90		0	44778	3953	270	1581	170	10-73			12
"POINT (-118.50615558375667 34.035139836940331)"	91		0	44779	3954	270.01065063	1582	171	10-23			12
"POINT (-118.50755689094979 34.034907498798283)"	92		0	44780	3955	266.53829956	1583	172	10-15			12
"POINT (-118.50652703705357 34.035360885310347)"	93		0	44781	3956	210.73396301	1584	173	10-13			12
"POINT (-118.50723059020758 34.035588643697878)"	94		0	44782	3957	294.37237548	1585	174	10-12			12
"POINT (-118.50718944926166 34.036487581319093)"	95		0	44783	3958	261.16256713	1586	175	10-8			12
"POINT (-118.5061004835176 34.036711716738054)"	96		0	44784	3959	200.68151855	1587	176	10-3			12
"POINT (-118.50234888302725 34.032204335165439)"	97		0	44785	4304	359.85531616	1625	184	10-86			12
"POINT (-118.50328325247025 34.031449364223128)"	98		0	44786	4305	0.28647699	1626	185	10-79			12
"POINT (-118.50423559743449 34.030677928739287)"	99		0	44787	4306	0.14182099	1627	186	10-76			12
"POINT (-118.50646959633613 34.030658489310099)"	100		0	44788	4307	272.17572021	1628	187	1-151			12
"POINT (-118.50271839162581 34.029376691449542)"	101		0	44789	4308	359.9623413	1629	188	10-125			12
"POINT (-118.50177867184311 34.030143531546123)"	102		0	44790	4309	0	1630	189	10-120			12
"POINT (-118.50098440752436 34.03072792089332)"	103		0	44791	4310	270	1631	190	10-117			12
"POINT (-118.50051231214688 34.031168539047037)"	104		0	44792	4311	0	1632	191	10-111			12
"POINT (-118.49804359492805 34.029733668015076)"	105		0	44793	4312	0	1633	192	10-138			12
"POINT (-118.50055860846358 34.029748032978596)"	106		0	44794	4313	89.99999237	1634	193	10-153A			12
"POINT (-118.5000911807975 34.028339614444377)"	107		0	44795	4314	180.04850769	1635	194	10-131			12
"POINT (-118.5009952639994 34.029160601118527)"	108		0	44796	4315	270	1636	195	10-122			12
"POINT (-118.50082292329976 34.025136979163982)"	109		0	44797	4316	270	1637	196	2-91			12
"POINT (-118.49931583074311 34.026098017469948)"	110		0	44798	4317	0.07197999	1638	197	9-3			12
"POINT (-118.5008112195884 34.027756700973725)"	111		0	44799	4318	180.11524963	1639	198	10-126			12
"POINT (-118.49836741227155 34.026862525629873)"	112		0	44800	4319	0.930974	1640	199	9-17			12
"POINT (-118.49744486399035 34.027666094048627)"	113		0	44801	4320	0.147669	1641	200	9-35			12
"POINT (-118.49647918677047 34.028393918678887)"	114		0	44802	4321	359.68859863	1642	201	9-53			12
"POINT (-118.49102923328168 34.022502132438532)"	115		0	44803	5109	179.70916748	1707	206	8-20			12
"POINT (-118.49188643399899 34.024488959723591)"	116		0	44804	5110	180	1708	207	9-51			12
"POINT (-118.4940461156598 34.025078530926876)"	117		0	44805	5111	0	1709	208	9-26			12
"POINT (-118.49497898985037 34.024319237219345)"	118		0	44806	5112	0	1710	209	9-16			12
"POINT (-118.49283578409351 34.02371809730117)"	119		0	44807	5113	179.78831481	1711	210	9-19			12
"POINT (-118.49196143906565 34.021741528979746)"	120		0	44808	5114	180.07162475	1712	211	8-26			12
"POINT (-118.4960899090361 34.026062534214809)"	121		0	44809	5115	0.147669	1713	212	9-28			12
"POINT (-118.49525118573068 34.026834380231165)"	122		0	44810	5116	359.83676147	1714	213	9-42			12
"POINT (-118.49708733138417 34.025252293775395)"	123		0	44811	5117	359.92944335	1715	214	9-7			12
"POINT (-118.4980133947379 34.024494018070129)"	124		0	44812	5118	0.071263	1716	215	2-109			12
"POINT (-118.49868672563824 34.024000855991531)"	125		0	44813	5119	0.140431	1717	216	2-101			12
"POINT (-118.49691047238304 34.022817724762383)"	126		0	44814	5120	0	1718	217	2-111			12
"POINT (-118.49786018993527 34.022043876570436)"	127		0	44815	5121	0	1719	218	2-100			12
"POINT (-118.49592815195737 34.023546441719702)"	128		0	44816	5122	359.78405761	1720	219	9-2			12
"POINT (-118.49566562782266 34.021425906276399)"	129		0	44817	5123	180	1721	220	2-129			12
"POINT (-118.49472135091871 34.022194646208398)"	130		0	44818	5124	179.96406555	1722	221	9-1			12
"POINT (-118.49377954167809 34.022953673464222)"	131		0	44819	5125	180.19894409	1723	222	9-15			12
"POINT (-118.49244003150116 34.021127969244475)"	132		0	44820	5126	270	1724	223	8-29			12
"POINT (-118.48946087869267 34.021165698124307)"	133		0	44822	5699	179.92977905	1785	229	8-60			12
"POINT (-118.48928812006739 34.021035389431901)"	134		0	44823	5700	359.6401062	1786	230	8-36			12
"POINT (-118.49039992236295 34.020405130169095)"	135		0	44824	5701	180.14112854	1787	231	8-65			12
"POINT (-118.48772102985437 34.019696032491701)"	136		0	44826	5702	0	1789	233	8-73			12
"POINT (-118.48856456796817 34.021628483704717)"	137		0	44827	5703	359.91439819	1790	234	8-39			12
"POINT (-118.49045421009357 34.020093030024853)"	138		0	44828	5704	0.213789	1791	235	8-33			12
"POINT (-118.49139817756094 34.019325930172428)"	139		0	44829	5705	0.28647699	1792	236	8-30			12
"POINT (-118.48631444260837 34.018496950901778)"	140		0	44830	5706	180	1793	237	8-98			12
"POINT (-118.48726523281417 34.017728787571549)"	141		0	44831	5707	180	1794	238	8-102			12
"POINT (-118.48961864421099 34.018162883544385)"	142		0	44832	5708	0	1795	239	8-67			12
"POINT (-118.48870217035866 34.018959424662476)"	143		0	44834	5709	89.99999237	1797	241	8-70			12
"POINT (-118.48810543661145 34.01525605123588)"	144		0	44835	5710	90	1798	242	4-1			12
"POINT (-118.48727617584463 34.014547873762339)"	145		0	44836	5711	90	1799	243	4-2			12
"POINT (-118.48462139824883 34.016653513324833)"	146		0	44837	5712	180	1800	244	7-72			12
"POINT (-118.48640295006896 34.015406819717761)"	147		0	44840	5713	90	1803	247	7-48			12
"POINT (-118.48718140908682 34.016039368909325)"	148		0	44841	5714	90	1804	248	7-49			12
"POINT (-118.48671507082709 34.013798908473746)"	149		0	44842	5715	359.68859863	1805	249	4-19			12
"POINT (-118.48576706551226 34.014346195376937)"	150		0	44843	5716	344.55288696	1806	250	7-1			12
"POINT (-118.48566853628419 34.013199208075626)"	151		0	44844	6235	180	1874	265	4-27			12
"POINT (-118.48483471142018 34.013661813209467)"	152		0	44845	6236	0	1875	266	7-2A			12
"POINT (-118.48465651919176 34.013981760295763)"	153		0	44846	6237	180	1876	267	7-39			12
"POINT (-118.48295990867491 34.012468991234499)"	154		0	44847	6238	90	1877	268	7-36			12
"POINT (-118.48502687736396 34.010984311395916)"	155		0	83635	6239	263.71749877	1878	182	4-41			12
"POINT (-118.48224372638039 34.011455245602264)"	156		0	44849	6240	1.49109399	1879	270	7-5A			12
"POINT (-118.48183690272035 34.011611752083212)"	157		0	44850	6241	350.16525268	1880	271	7-31			12
"POINT (-118.48310106802157 34.012059545054768)"	158		0	44851	6242	347.91757202	1881	272	7-4			12
"POINT (-118.48184715189296 34.012732227038256)"	159		0	44852	6243	348.19894409	1882	273	7-139			12
"POINT (-118.48103355955531 34.010940002854113)"	160		0	44853	6244	1.85304105	1883	274	7-29			12
"POINT (-118.48019504870477 34.010289039388269)"	161		0	44854	6245	348.83050537	1884	275	7-24			12
"POINT (-118.48085064683184 34.010306667930941)"	162		0	44855	6246	169.09233093	1885	276	7-6A			12
"POINT (-118.48142062933459 34.010811598921315)"	163		0	44856	6247	350.47723388	1886	277	7-5B			12
"POINT (-118.47942669017124 34.009731101876397)"	164		0	44857	6248	170.69006347	1887	814	7-23			12
"POINT (-118.48002611860737 34.009640279326497)"	165		0	44858	6249	350.92086792	1888	279	7-7B			12
"POINT (-118.47929250573645 34.009063347233202)"	166		0	44859	6250	351.17791748	1889	280	7-11			12
"POINT (-118.47856457047126 34.008917714115569)"	167		0	44860	6251	2.86240506	1890	281	7-17			12
"POINT (-118.47859396407378 34.008501595487466)"	168		0	44861	6252	351.51403808	1891	282	7-15A			12
"POINT (-118.47799222826475 34.008018795943855)"	169		0	44862	6253	181.73570251	1892	283	6-2			12
"POINT (-118.47772317678127 34.008304804529288)"	170		0	44863	6254	350.59265136	1893	284	6-59			12
"POINT (-118.47676993483495 34.008863782525147)"	171		0	44864	6255	349.62536621	1894	285	6-60			12
"POINT (-118.47576762160661 34.010564222490387)"	172		0	44865	6256	350.3026123	1895	286	7-243			12
"POINT (-118.47729738764782 34.009673207546903)"	173		0	44866	6257	350.79660034	1896	287	7-250			12
"POINT (-118.47808040503627 34.010510212855067)"	174		0	44867	6258	171.43759155	1897	288	7-216			12
"POINT (-118.47654178288946 34.011410004420824)"	175		0	44868	6259	170.53767395	1898	289	7-222			12
"POINT (-118.47753796902687 34.012040952741273)"	176		0	44869	6260	265.61807251	1899	290	7-205			12
"POINT (-118.47926016935902 34.011529210970856)"	177		0	44870	6261	170.819458	1900	291	7-186			12
"POINT (-118.47999615695471 34.012244231605493)"	178		0	44871	6262	170.25636291	1901	292	7-173			12
"POINT (-118.47827151719142 34.012706399153117)"	179		0	44872	6263	265.72723388	1902	293	7-176			12
"POINT (-118.47900309519444 34.013492753438079)"	180		0	44873	6264	266.39263916	1903	294	7-164			12
"POINT (-118.48014341851903 34.013887359510775)"	181		0	44874	6265	78.14022064	1904	295	7-136			12
"POINT (-118.48090945884768 34.01327014295471)"	182		0	44875	6266	348.11132812	1905	296	7-142			12
"POINT (-118.48373150305297 34.014731181049903)"	183		0	44876	6267	180.55625915	1906	297	7-120			12
"POINT (-118.4828203192246 34.01547071577491)"	184		0	44877	6268	180	1907	298	7-116			12
"POINT (-118.48197222123656 34.015968271122027)"	185		0	44878	6269	0	1908	299	7-111A			12
"POINT (-118.47683066646572 34.00770803025118)"	186		0	44879	7055	350.63092041	2000	314	6-56			12
"POINT (-118.47585824096647 34.008272834498023)"	187		0	44880	7056	355.52276611	2001	315	6-75			12
"POINT (-118.47519876602695 34.008656992422125)"	188		0	44881	7057	355.46905517	2002	316	6-74A			12
"POINT (-118.47577220067245 34.009441305319505)"	189		0	44882	7058	355.03503418	2003	317	6-60B			12
"POINT (-118.47504685380859 34.009861387158985)"	190		0	44883	7059	355.77322387	2004	318	6-67			12
"POINT (-118.47383718107452 34.008274529313042)"	191		0	44884	7060	355.19363403	2005	319	6-79			12
"POINT (-118.47303450141564 34.007755654465598)"	192		0	44885	7061	80.78235626	2006	320	6-87			12
"POINT (-118.47518451075999 34.00750195297384)"	193		0	44886	7062	355.46905517	2007	321	6-76			12
"POINT (-118.47364350096063 34.006388163910572)"	194		0	44887	7063	175.4310913	2008	322	6-98			12
"POINT (-118.47335683115604 34.004943843643488)"	195		0	44889	7064	355.47473144	2010	324	6-45			12
"POINT (-118.47153129434439 34.006252528848925)"	196		0	44890	7065	80.6311798	2011	325	6-99			12
"POINT (-118.47012078168233 34.005925448148751)"	197		0	44891	7066	80.39025878	2012	326	6-160			12
"POINT (-118.4697309080569 34.005517603583144)"	198		0	44892	7067	80.69630432	2013	327	6-162			12
"POINT (-118.46889300983118 34.004385272455266)"	199		0	44893	7068	350.79083252	2014	328	6-132			12
"POINT (-118.47029856505148 34.002757150377292)"	200		0	44895	7069	349.18215942	2016	330	6-26			12
"POINT (-118.47088048130016 34.003223730899805)"	201		0	44896	7070	350.88314819	2017	331	6-122			12
"POINT (-118.47044826040513 34.004803709970616)"	202		0	44897	7071	260.19390869	2018	332	6-117			12
"POINT (-118.47177216266407 34.00378666453436)"	203		0	44899	7072	350.43560791	2020	334	6-36			12
"POINT (-118.47279595198168 34.004054399623904)"	204		0	44900	7073	176.40737915	2021	335	6-11			12
"POINT (-118.47418529374215 34.005090484028756)"	205		0	44901	7074	175.23635864	2022	336	6-7F			12
"POINT (-118.47484985613819 34.005594517712645)"	206		0	44902	7075	355.31045532	2023	337	6-7E			12
"POINT (-118.47455254429188 34.005859924162564)"	207		0	44903	7076	170.72175598	2024	338	6-50			12
"POINT (-118.47605284155846 34.006996221530812)"	208		0	44904	7077	350.96774292	2025	339	6-54			12
"POINT (-118.47558899897233 34.006208108311185)"	209		0	44905	7078	274.01919555	2026	340	6-48A			12
"POINT (-118.46814233283921 34.004101265531609)"	210		0	44906	8051	170.77011108	2116	360	6-130			12
"POINT (-118.46923693648523 34.003338352193843)"	211		0	44907	8052	350.86480712	2117	361	6-129			12
"POINT (-118.50565216952793 34.036554241748391)"	212		0	44908	8076	90.00025939	2119	362	10-24			12
"POINT (-118.50487827363931 34.035896817237763)"	213		0	44909	8077	89.80725097	2120	363	10-29			12
"POINT (-118.50572653362782 34.037808924881602)"	214		0	44910	8078	206.56504821	2121	364	10-2			12
"POINT (-118.50500937697103 34.038966201176173)"	215		0	44911	8079	187.69338989	2122	365	10-1			12
"POINT (-118.50540279826136 34.037624215499079)"	216		0	44912	8080	0	2123	366	10-26			12
"POINT (-118.50478004118195 34.038648330455239)"	217		0	44913	8081	0	2124	367	10-28			12
"POINT (-118.50372459242297 34.039632347861286)"	218		0	44914	8082	89.53513336	2125	368	11-31			12
"POINT (-118.50434629566566 34.036688124229485)"	219		0	44915	8083	29.70179367	2126	369	10-47			12
"POINT (-118.50384272979451 34.037838984288008)"	220		0	44916	8084	19.22979354	2127	370	10-50			12
"POINT (-118.50292003518497 34.034272074066756)"	221		0	44917	8085	179.71063232	2128	371	10-70			12
"POINT (-118.5030318212949 34.036489098562406)"	222		0	44918	8086	270.4578247	2129	372	10-54			12
"POINT (-118.5019609290586 34.035047170608216)"	223		0	44919	8087	180.56726074	2130	373	10-65			12
"POINT (-118.50305600340424 34.038720569267682)"	224		0	44920	8088	0	2131	374	11-86			12
"POINT (-118.5010276203347 34.035808760484016)"	225		0	44921	8089	179.71063232	2132	375	10-60			12
"POINT (-118.50014985376444 34.036578915445581)"	226		0	44922	8090	89.61803436	2133	376	11-131			12
"POINT (-118.49916539667704 34.037371102370443)"	227		0	44923	8091	180.1975708	2134	377	11-124			12
"POINT (-118.50399566176155 34.039941799643501)"	228		0	44924	8092	179.25520324	2135	378	11-24			12
"POINT (-118.50153513974031 34.037761406774351)"	229		0	44925	8093	90	2136	379	11-89			12
"POINT (-118.50211807236269 34.039508441138501)"	230		0	44926	8094	359.89147949	2137	380	11-82			12
"POINT (-118.50116440042044 34.040252737408537)"	231		0	44927	8095	0	2138	381	11-77			12
"POINT (-118.49752046100809 34.035959573785192)"	232		0	44928	8479	0	2185	385	11-138			12
"POINT (-118.49950579799413 34.034509420462037)"	233		0	44929	8480	359.85675048	2186	386	10-97			12
"POINT (-118.49855962174041 34.035277956324222)"	234		0	44930	8481	358.58206176	2187	387	11-134			12
"POINT (-118.50139159357238 34.032981828260382)"	235		0	44931	8482	0.70907002	2188	388	10-90			12
"POINT (-118.4995683142311 34.031931237765292)"	236		0	44932	8483	0	2189	389	10-108			12
"POINT (-118.49760187162092 34.033543102903764)"	237		0	44934	8484	89.99999237	2191	391	10-103			12
"POINT (-118.4961497966366 34.031269521568269)"	238		0	44935	8485	359.92837524	2192	392	10-143			12
"POINT (-118.49670158144022 34.034212089739832)"	239		0	44936	8486	1.11489701	2193	393	11-165			12
"POINT (-118.49419885449291 34.033114830499002)"	240		0	44938	8487	180.14253234	2195	395	11-224			12
"POINT (-118.49709968770206 34.030499988601328)"	241		0	44939	8488	0.071263	2196	396	10-141			12
"POINT (-118.49553121038301 34.029163679110276)"	242		0	44940	8489	0	2197	397	9-79			12
"POINT (-118.49458265382098 34.029930129898084)"	243		0	44941	8490	359.66467285	2198	398	9-82			12
"POINT (-118.49520069960209 34.032036321862861)"	244		0	44942	8491	359.78515625	2199	399	11-226			12
"POINT (-118.49363968565295 34.030695782740445)"	245		0	44943	8492	359.85675048	2200	400	12-1			12
"POINT (-118.49269513352651 34.031460697314273)"	246		0	44944	8493	359.85675048	2201	401	12-4			12
"POINT (-118.49174888008037 34.032226871370462)"	247		0	44945	8494	0	2202	402	12-9			12
"POINT (-118.49432255920019 34.027586959102493)"	248		0	44946	9146	0	2254	410	9-57			12
"POINT (-118.49328175948494 34.028333262348305)"	249		0	44947	9147	359.57028198	2255	411	9-76			12
"POINT (-118.49243229629896 34.029115982090069)"	250		0	44948	9148	0	2256	412	9-88			12
"POINT (-118.49142350476141 34.029834865558058)"	251		0	44949	9149	0.28363999	2257	413	12-61			12
"POINT (-118.49054224358756 34.030645388981547)"	252		0	44950	9150	0.143239	2258	414	12-59			12
"POINT (-118.49308425213881 34.025853802855835)"	253		0	44951	9151	359.78515625	2259	415	9-52			12
"POINT (-118.49214020473215 34.02661842487332)"	254		0	44952	9152	359.71209716	2260	416	9-74			12
"POINT (-118.49096781768903 34.025234601370165)"	255		0	44953	9153	179.83441162	2261	417	9-66			12
"POINT (-118.49007684033934 34.023267723670962)"	256		0	44954	9154	179.85818481	2262	418	8-15			12
"POINT (-118.48911986211697 34.024042871569463)"	257		0	44955	9155	180	2263	419	8-10			12
"POINT (-118.49004822551555 34.02597478243348)"	258		0	44956	9156	179.89257812	2264	420	9-67			12
"POINT (-118.49118692385062 34.027390230803078)"	259		0	44957	9157	359.78405761	2265	421	9-91			12
"POINT (-118.48905467059582 34.026788265071055)"	260		0	44958	9158	179.94581604	2266	422	12-139			12
"POINT (-118.4881853443723 34.024799659300236)"	261		0	44959	9159	180	2267	423	8-5			12
"POINT (-118.49025275518643 34.028149000379969)"	262		0	44960	9160	359.85604858	2268	424	12-68			12
"POINT (-118.48931044799197 34.028914064643963)"	263		0	44961	9161	359.92874145	2269	425	12-72			12
"POINT (-118.48784143803202 34.027749579958645)"	264		0	44962	9162	89.99999237	2270	426	12-136			12
"POINT (-118.48723519263848 34.025569225664199)"	265		0	44963	9163	180.03581237	2271	427	13-41			12
"POINT (-118.48383236829596 34.025457356216137)"	266		0	44965	9755	358.99743652	2348	443	13-49			12
"POINT (-118.48471909231571 34.025006027927596)"	267		0	44966	9756	180.20561218	2349	444	13-85			12
"POINT (-118.48477306368122 34.024695673425796)"	268		0	44967	9757	0.09517599	2350	445	13-45			12
"POINT (-118.48567146483592 34.024238463623611)"	269		0	44968	9758	180.1390686	2351	446	13-88			12
"POINT (-118.48550830516436 34.024102325771288)"	270		0	44969	9759	0.14252699	2352	447	13-42			12
"POINT (-118.48661170956348 34.023469517512879)"	271		0	44970	9760	179.93145752	2353	448	8-52			12
"POINT (-118.48645263019498 34.023331868317896)"	272		0	44971	9761	0	2354	449	8-47			12
"POINT (-118.48488649387342 34.021995539381443)"	273		0	44972	9762	0	2355	450	8-81			12
"POINT (-118.4885088556326 34.021934920469413)"	274		0	44973	9763	179.92802429	2356	451	8-58			12
"POINT (-118.48299644500784 34.023530007001874)"	275		0	44974	9764	0	2357	452	13-91			12
"POINT (-118.48159627445939 34.022325663453984)"	276		0	44975	9765	180	2358	453	13-137			12
"POINT (-118.482539828974 34.021557725211821)"	277		0	44976	9766	180	2359	454	13-139			12
"POINT (-118.48275101183461 34.021390112496803)"	278		0	44977	9767	180	2360	455	13-140			12
"POINT (-118.48348138547057 34.0207952255588)"	279		0	44978	9768	180	2361	456	8-89			12
"POINT (-118.48442608087728 34.020032075120788)"	280		0	44979	9769	180	2362	457	8-93			12
"POINT (-118.4853498522985 34.019283973051316)"	281		0	44980	9770	90	2363	458	8-95			12
"POINT (-118.48678073712878 34.020463337409197)"	282		0	44981	9771	0	2364	459	8-75			12
"POINT (-118.48583430829393 34.021229846127731)"	283		0	44982	9772	0	2365	460	8-77			12
"POINT (-118.47948901499751 34.020257698021396)"	284		0	44983	9773	90	2366	461	14-41			12
"POINT (-118.48314760752199 34.017306033868401)"	285		0	44984	9774	0	2367	462	7-83			12
"POINT (-118.48350446599065 34.017607456133646)"	286		0	44985	9775	180	2368	463	7-64			12
"POINT (-118.48235376912341 34.017950548852014)"	287		0	44986	9776	0	2369	464	7-85			12
"POINT (-118.48273182925935 34.018188730321498)"	288		0	44987	9777	180	2370	465	7-62			12
"POINT (-118.48047392548668 34.01947672788534)"	289		0	44988	9778	0	2371	466	14-32			12
"POINT (-118.4812604412778 34.018838193652066)"	290		0	44989	9779	0	2372	467	7-90			12
"POINT (-118.48087780092712 34.019648774813881)"	291		0	44990	9780	180	2373	468	14-31			12
"POINT (-118.48158886721781 34.019121371284939)"	292		0	44991	9781	179.76127624	2374	469	7-57			12
"POINT (-118.48242815021305 34.020573728031472)"	293		0	44992	9782	90	2375	470	7-50			12
"POINT (-118.47242720671154 34.012471038377797)"	294		0	44993	10355	260.52081298	2477	490	7-237			12
"POINT (-118.47307302452373 34.013131295274484)"	295		0	44994	10356	260.79452514	2478	491	7-235			12
"POINT (-118.4740481441729 34.01151305961308)"	296		0	44997	10357	260.72738647	2481	494	7-239			12
"POINT (-118.47472251031212 34.012176640427597)"	297		0	44998	10358	260.73831176	2482	495	7-227			12
"POINT (-118.47552549827243 34.012963823149484)"	298		0	44999	10359	260.39123535	2483	496	7-203			12
"POINT (-118.47620060612242 34.013630763435025)"	299		0	45000	10360	260.68429565	2484	497	7-190			12
