WKT	OBJECTID	Enabled	Subtype	COMPKEY	WATER_	ANGLE	ValveCompkey	HydrantID	ValveID	Group_	Sequence	COMPTYPE
"POINT (-118.47707560956009 34.014487778681712)"	300		0	45001	10361	260.5203247	2485	498	7-160			12
"POINT (-118.47594034826311 34.015820449405304)"	301		0	45002	10362	357.8701477	2486	499	7-154			12
"POINT (-118.4776765926355 34.014989454820643)"	302		0	45003	10363	356.19070434	2487	500	7-149			12
"POINT (-118.47848906651579 34.014553374567917)"	303		0	45004	10364	356.29397583	2488	501	7-148			12
"POINT (-118.47926376866859 34.01414211197482)"	304		0	45005	10365	355.03027343	2489	502	7-146			12
"POINT (-118.48183952693711 34.016263906683143)"	305		0	45006	10366	180	2490	503	7-110			12
"POINT (-118.48090128758352 34.017023879373568)"	306		0	45007	10367	180	2491	504	7-103			12
"POINT (-118.47995413646923 34.01778707837984)"	307		0	45008	10368	180	2492	505	7-97			12
"POINT (-118.47927470371805 34.018338670482642)"	308		0	45009	10369	180	2493	506	14-115			12
"POINT (-118.47817713554913 34.019040174780017)"	309		0	45010	10370	359.92034912	2494	507	14-104			12
"POINT (-118.47783002458696 34.017489361903827)"	310		0	45011	10371	179.89768981	2495	508	14-119			12
"POINT (-118.47689307915628 34.015628227834924)"	311		0	45012	10372	258.63470459	2496	509	7-133			12
"POINT (-118.48064358000838 34.015161404305481)"	312		0	45013	10373	90	2497	510	7-112C			12
"POINT (-118.46401920699014 34.007869734503728)"	313		0	45014	10997	34.42511749	2565	519	15-46			12
"POINT (-118.46528516385938 34.008547640758962)"	314		0	45015	10998	318.04373168	2566	520	15-67			12
"POINT (-118.46569407289174 34.00939741366463)"	315		0	45016	10999	350.53005981	2567	521	15-68			12
"POINT (-118.46838453436803 34.011452071317159)"	316		0	45017	11000	350.66500854	2568	522	15-7			12
"POINT (-118.46871184438295 34.00908078604796)"	317		0	45019	11001	86.00291442	2570	524	6-210			12
"POINT (-118.46615564714763 34.006213089391956)"	318		0	45020	11002	80.89738464	2571	525	6-151			12
"POINT (-118.46686491047593 34.005796802026829)"	319		0	45021	11003	80.51416015	2572	526	6-150			12
"POINT (-118.46804061796149 34.006319370777121)"	320		0	45022	11004	170.94210815	2573	527	6-146			12
"POINT (-118.46765729808098 34.005097670558314)"	321		0	45023	11005	350.22045898	2574	528	6-140			12
"POINT (-118.46883406041739 34.006032827159423)"	322		0	45024	11006	80.63061523	2575	529	6-139			12
"POINT (-118.46771306912248 34.00720639766503)"	323		0	45025	11007	350.69406127	2576	530	6-155			12
"POINT (-118.46868335689794 34.006641342196389)"	324		0	45026	11008	350.51760864	2577	531	6-158			12
"POINT (-118.46960539670998 34.007376784163803)"	325		0	45027	11009	85.79988861	2578	532	6-169			12
"POINT (-118.47016971517007 34.007936019265436)"	326		0	45028	11010	85.74645996	2579	533	6-170			12
"POINT (-118.46943015643851 34.008438940983972)"	327		0	45029	11011	350.59179687	2580	534	6-175			12
"POINT (-118.47094470428732 34.008688746053764)"	328		0	45030	11012	89.12399291	2581	535	6-176			12
"POINT (-118.4700934977684 34.009247545819697)"	329		0	45031	11013	350.39694213	2582	536	6-181			12
"POINT (-118.47171707991103 34.009406671477016)"	330		0	45032	11014	86.15156555	2583	537	6-182			12
"POINT (-118.47198561561353 34.008151206273155)"	331		0	45033	11015	350.6769104	2584	538	6-89			12
"POINT (-118.47125497095526 34.007373677167948)"	332		0	45034	11016	350.71481323	2585	539	6-94			12
"POINT (-118.47066265032011 34.006517361911378)"	333		0	45035	11017	351.52307128	2586	540	6-165			12
"POINT (-118.46930053339166 34.012008359145476)"	334		0	45036	11018	265.3588562	2587	541	15-2			12
"POINT (-118.47169160285122 34.011781767084521)"	335		0	45037	11019	266.09713745	2588	542	6-195			12
"POINT (-118.47333740997128 34.010811821815651)"	336		0	45038	11020	265.59930419	2589	543	6-190			12
"POINT (-118.46418712919312 34.007246006111579)"	337		0	45041	11749	125.9065628	2648	552	15-35			12
"POINT (-118.50196746243677 34.04100705362621)"	338		0	45042	11862	268.95361328	2655	555	11-35			12
"POINT (-118.5023366406927 34.042013705514812)"	339		0	45043	11863	257.18362426	2656	556	11-17			12
"POINT (-118.50096380326883 34.041797357475794)"	340		0	45044	11864	269.21652221	2657	557	11-38			12
"POINT (-118.50016969560917 34.040984190132463)"	341		0	45045	11865	359.82638549	2658	558	11-73			12
"POINT (-118.49909332124211 34.040467532470579)"	342		0	45046	11866	0.11838	2659	559	11-68			12
"POINT (-118.49824610286048 34.041155274688215)"	343		0	45047	11867	359.64190673	2660	560	11-63			12
"POINT (-118.49739301830911 34.041844204227658)"	344		0	45048	11868	359.87963867	2661	561	11-58			12
"POINT (-118.50010822075706 34.042491832349135)"	345		0	45049	11869	268.66110229	2662	562	11-40			12
"POINT (-118.497402412865 34.039034748051478)"	346		0	45050	11870	180.23872375	2663	563	11-114			12
"POINT (-118.49656690124328 34.039718559163767)"	347		0	45051	11871	179.88063049	2664	564	11-109			12
"POINT (-118.49836069928168 34.038250502713289)"	348		0	45052	11872	181.78991699	2665	565	11-119			12
"POINT (-118.49925046906968 34.043162498507328)"	349		0	45053	11873	268.24957275	2666	566	11-42			12
"POINT (-118.49570990359231 34.04041239084507)"	350		0	45054	11874	179.88063049	2667	567	11-104			12
"POINT (-118.49959339780435 34.044025450089542)"	351		0	45055	11875	0	2668	568	11-1	1	28	12
"POINT (-118.49871540703806 34.044759644967392)"	352		0	45056	11876	0	2669	569	11-2	1	29	12
"POINT (-118.49837561466471 34.043836444327859)"	353		0	45057	11877	268.65887451	2670	570	11-44			12
"POINT (-118.4965763464119 34.042541831199308)"	354		0	45058	11878	0.23873099	2671	571	11-53			12
"POINT (-118.49572253267921 34.043202434705854)"	355		0	45059	11879	359.88064575	2672	572	11-52			12
"POINT (-118.49486514643641 34.041097209534023)"	356		0	45060	11880	180.46961975	2673	573	11-99			12
"POINT (-118.49402046588172 34.041782248167223)"	357		0	45061	11881	179.88063049	2674	574	11-94			12
"POINT (-118.49749372411594 34.044510440388699)"	358		0	45062	11882	269.22314453	2675	575	11-46			12
"POINT (-118.49209074994344 34.039866236077813)"	359		0	45063	12353	270	2719	578	11-164			12
"POINT (-118.49294245470091 34.039183229862324)"	360		0	45064	12354	269.61611938	2720	579	11-160			12
"POINT (-118.49379563485978 34.038503919563638)"	361		0	45065	12355	269.80789184	2721	580	11-156			12
"POINT (-118.4946453620414 34.037818595722733)"	362		0	45066	12356	270	2722	581	11-152			12
"POINT (-118.49537483056815 34.037227438662221)"	363		0	45067	12357	89.61611175	2723	582	11-148			12
"POINT (-118.49636643132733 34.036558133971624)"	364		0	45068	12358	0.50702899	2724	583	11-142			12
"POINT (-118.48976863476096 34.036711409429635)"	365		0	45069	12359	179.88063049	2725	584	11-207			12
"POINT (-118.49060992920759 34.036032013666151)"	366		0	45070	12360	179.88063049	2726	585	11-209			12
"POINT (-118.49461269722227 34.03505251410833)"	367		0	45072	12361	359.8081665	2728	587	11-174			12
"POINT (-118.49325361047109 34.033883856408096)"	368		0	45073	12362	179.71351623	2729	588	11-221			12
"POINT (-118.49230642156857 34.0346530096067)"	369		0	45074	12363	180	2730	589	11-216			12
"POINT (-118.49146149076171 34.0353412076878)"	370		0	45075	12364	180.23872375	2731	590	11-212			12
"POINT (-118.49079967165413 34.032995861871925)"	371		0	45076	12365	359.85675048	2732	591	12-13			12
"POINT (-118.48889736534822 34.034540183676867)"	372		0	45077	12366	0.850865	2733	592	12-20			12
"POINT (-118.48794523854379 34.035313142872191)"	373		0	45078	12367	0	2734	593	12-29			12
"POINT (-118.4892392659072 34.031630866960526)"	374		0	45079	13041	359.57870483	2773	608	12-53			12
"POINT (-118.48764788684647 34.032923957885949)"	375		0	45081	13042	0.17327299	2775	610	12-45			12
"POINT (-118.48712994136943 34.03334382172423)"	376		0	45082	13043	359.19143676	2776	611	12-42			12
"POINT (-118.48617819184074 34.034110023733035)"	377		0	45083	13044	0	2777	612	12-39			12
"POINT (-118.48541130699239 34.034728516335676)"	378		0	45084	13045	0	2778	613	19-85			12
"POINT (-118.48552470452807 34.031941460088639)"	379		0	45085	13046	90	2779	614	12-98			12
"POINT (-118.48388833431471 34.030552735173515)"	380		0	45086	13047	90	2780	615	12-147			12
"POINT (-118.48258600251997 34.029441225826169)"	381		0	45087	13048	89.80901336	2781	616	13-13			12
"POINT (-118.48671008393741 34.031352817477497)"	382		0	45088	13049	90.28755187	2782	617	12-92			12
"POINT (-118.48482324370774 34.032629876660074)"	383		0	45089	13050	359.54165649	2783	618	12-103			12
"POINT (-118.48744888192519 34.03050566519304)"	384		0	45090	13051	359.27661132	2784	619	12-83			12
"POINT (-118.48694048533078 34.028494965749765)"	385		0	45091	13052	180.35809326	2785	620	12-131			12
"POINT (-118.48599587051125 34.029259682387263)"	386		0	45092	13053	180.14276123	2786	621	12-127			12
"POINT (-118.48506449163519 34.030023592152489)"	387		0	45093	13054	180.13462829	2787	622	12-123			12
"POINT (-118.48279384131509 34.028720692828081)"	388		0	45094	13055	89.80885314	2788	623	13-19			12
"POINT (-118.48533253373471 34.027117560252222)"	389		0	45095	13056	180.05740356	2789	624	13-30			12
"POINT (-118.48438341042177 34.027884469496144)"	390		0	45096	13057	180.14323425	2790	625	13-25			12
"POINT (-118.48343834078406 34.028653608166003)"	391		0	45097	13058	180	2791	626	13-20			12
"POINT (-118.48413941114045 34.030774338256442)"	392		0	45098	13059	180.19291687	2792	627	12-120			12
"POINT (-118.4833716687086 34.031392301452527)"	393		0	45099	13060	179.37724304	2793	628	12-118			12
"POINT (-118.48066447864052 34.029375916333173)"	394		0	45100	13061	90	2794	629	13-64			12
"POINT (-118.48155726493179 34.030172134170009)"	395		0	45101	13062	180	2795	630	13-4			12
"POINT (-118.48207362018627 34.032002080995348)"	396		0	45102	13063	90	2796	631	19-205			12
"POINT (-118.47943896559914 34.029020193216681)"	397		0	45103	13607	359.92907714	2865	638	13-60			12
"POINT (-118.47932508882242 34.029379303157612)"	398		0	45104	13608	179.86486816	2866	639	18-90			12
"POINT (-118.48021689637041 34.028658912557923)"	399		0	45105	13609	180.07162475	2867	640	13-66			12
"POINT (-118.48006896294855 34.028512275984248)"	400		0	45106	13610	0.04758799	2868	641	13-67			12
"POINT (-118.48092871805135 34.028079261637231)"	401		0	45107	13611	180	2869	642	13-69			12
"POINT (-118.48184354310131 34.027336627208413)"	402		0	45108	13612	179.85604858	2870	643	13-76			12
"POINT (-118.48283495013145 34.026537559299278)"	403		0	45109	13613	179.79341125	2871	644	13-79			12
"POINT (-118.48288909270465 34.026223039135459)"	404		0	45110	13614	0.21485799	2872	645	13-53			12
"POINT (-118.47844982595683 34.0248706282025)"	405		0	45111	13615	270	2873	646	13-126			12
"POINT (-118.47920404652575 34.026602913734244)"	406		0	45112	13616	0	2874	647	13-104			12
"POINT (-118.4778054889964 34.025397219205416)"	407		0	45113	13617	180	2875	648	13-122			12
"POINT (-118.47826013278814 34.027369127872454)"	408		0	45114	13618	0	2876	649	13-108			12
"POINT (-118.4768316973603 34.0261800003967)"	409		0	45115	13619	179.79646301	2877	650	13-119			12
"POINT (-118.47453883340376 34.024123705219488)"	410		0	45117	13620	90	2879	652	14-62			12
"POINT (-118.47569347174692 34.02330280937025)"	411		0	45119	13621	270	2881	654	14-56			12
"POINT (-118.47653220337585 34.022717918398151)"	412		0	45120	13622	0	2882	655	14-51			12
"POINT (-118.47698662939072 34.022759572186942)"	413		0	45121	13623	270	2883	656	14-18			12
"POINT (-118.47969717180011 34.023859698924362)"	414		0	45122	13624	180	2884	657	13-131			12
"POINT (-118.47970599668807 34.023547398163309)"	415		0	45123	13625	270	2885	658	13-142			12
"POINT (-118.47773588661953 34.021740814328922)"	416		0	45124	13626	0	2886	659	14-45			12
"POINT (-118.47861025775411 34.021983739311032)"	417		0	45126	13627	180	2888	661	14-23A			12
"POINT (-118.48377691906309 34.025763301331949)"	418		0	45127	13628	180	2889	662	13-82			12
"POINT (-118.47892077773555 34.024225159357137)"	419		0	45128	13629	0	2890	663	13-129			12
"POINT (-118.48064988861746 34.02309012219591)"	420		0	45129	13630	180	2891	664	13-134			12
"POINT (-118.47613880270362 34.026742430115647)"	421		0	45130	13631	180	2892	665	13-116			12
"POINT (-118.47308681987555 34.021299622703623)"	422		0	45131	14087	89.99999237	2960	680	14-140			12
"POINT (-118.47205952317071 34.022073483620218)"	423		0	45132	14088	180	2961	681	14-148			12
"POINT (-118.47118096771767 34.021248767807307)"	424		0	45136	14089	90.01983642	2965	685	14-150			12
"POINT (-118.47439095818916 34.022113218356601)"	425		0	45137	14090	4.99e-006	2966	686	14-74			12
"POINT (-118.47531540259799 34.021360828454505)"	426		0	45138	14091	0.26899799	2967	687	14-80			12
"POINT (-118.47398496391237 34.020524026083933)"	427		0	45139	14092	180.39286804	2968	688	14-133			12
"POINT (-118.46585224948043 34.015287897008932)"	428		0	45140	14652	80.83427429	3049	697	15-168			12
"POINT (-118.46800940655591 34.015223927778379)"	429		0	45141	14653	171.03869628	3050	698	15-155			12
"POINT (-118.46690247170901 34.014852969872663)"	430		0	45142	14654	81.0540924	3051	699	15-157			12
"POINT (-118.4661278275847 34.013926901603064)"	431		0	45143	14655	80.90972137	3052	700	15-161			12
"POINT (-118.46881724220408 34.014498822927401)"	432		0	45144	14656	83.94230651	3053	701	15-153			12
"POINT (-118.46811187572713 34.013817654873108)"	433		0	45145	14657	80.90972137	3054	702	15-148			12
"POINT (-118.46562612273749 34.013345274991373)"	434		0	45146	14658	109.32915496	3055	703	15-140			12
"POINT (-118.46443580434813 34.013758576451217)"	435		0	45147	14659	80.68923187	3056	704	15-136			12
"POINT (-118.46382994071148 34.008625886661932)"	436		0	45148	14660	34.08716201	3057	705	15-62			12
"POINT (-118.46261567802375 34.008936991880454)"	437		0	45149	14661	320.56991577	3058	706	15-72			12
"POINT (-118.46621443141429 34.011704674228085)"	438		0	45150	14662	260.984375	3059	707	15-128			12
"POINT (-118.46545318537191 34.010947904767576)"	439		0	45151	14663	260.81466674	3060	708	15-110			12
"POINT (-118.46467700667586 34.010189534625347)"	440		0	45152	14664	260.45962524	3061	709	15-108			12
"POINT (-118.46391603030176 34.009442762766632)"	441		0	45153	14665	260.5376892	3062	710	15-89			12
"POINT (-118.46226341397927 34.01015207098542)"	442		0	45154	14666	80.42243957	3063	711	15-85			12
"POINT (-118.46294819782202 34.010963018951387)"	443		0	45155	14667	80.90972137	3064	712	15-104			12
"POINT (-118.46362819155107 34.011770064529493)"	444		0	45156	14668	81.46923065	3065	713	15-115			12
"POINT (-118.46660974001455 34.012483953103946)"	445		0	45157	14669	351.07516479	3066	714	15-131			12
"POINT (-118.46346328149012 34.014313517922652)"	446		0	45158	14670	350.52090454	3067	715	15-138			12
"POINT (-118.46260164407865 34.014813010261307)"	447		0	45159	14671	350.43670654	3068	716	16-1			12
"POINT (-118.46308483246878 34.015139250774354)"	448		0	45160	14672	350.96636962	3069	717	16-87			12
"POINT (-118.45797546727714 34.01046460240304)"	449		0	45161	15439	260.31988525	3132	730	16-18			12
"POINT (-118.4571840631576 34.009526290789296)"	450		0	45162	15440	256.1713562	3133	731	16-22			12
"POINT (-118.46004825976948 34.010202413970539)"	451		0	45163	15441	80.77365875	3134	732	15-76			12
"POINT (-118.45936830061522 34.009398888101678)"	452		0	45164	15442	80.20785522	3135	733	15-55			12
"POINT (-118.45877442138942 34.008694026452844)"	453		0	45165	15443	78.18502807	3136	734	15-51			12
"POINT (-118.46157637418698 34.00934064404894)"	454		0	45166	15444	80.39905548	3137	735	15-74			12
"POINT (-118.4609001470113 34.008535246643504)"	455		0	45167	15445	80.39905548	3138	736	15-57			12
"POINT (-118.46047326155228 34.007739439708104)"	456		0	45168	15446	170.84509277	3139	737	15-47			12
"POINT (-118.4626222636403 34.00820659860053)"	457		0	45169	15447	322.64501953	3140	738	15-61			12
"POINT (-118.4626459738444 34.007551499727917)"	458		0	45170	15448	324.31478881	3141	739	15-42			12
"POINT (-118.4593162195109 34.01069485044362)"	459		0	45171	15449	351.02471923	3142	740	16-17A			12
"POINT (-118.49698928218027 34.046054310847772)"	460		0	45172	15668	270	3152	745	20-9	1	33	12
"POINT (-118.49621184396219 34.04680455355728)"	461		0	45173	15669	0	3153	746	20-5	1	34	12
"POINT (-118.49665591958504 34.045180700848313)"	462		0	45174	15670	268.86087036	3154	747	20-34			12
"POINT (-118.49541276564196 34.044377039401056)"	463		0	45175	15671	359.84762573	3155	748	20-80			12
"POINT (-118.49497403272873 34.043739879190809)"	464		0	45176	15672	269.80902099	3156	749	20-86			12
"POINT (-118.49318245752902 34.042466279307178)"	465		0	45177	15673	179.88896179	3157	750	20-117			12
"POINT (-118.49569912181796 34.045863893200227)"	466		0	45178	15674	268.66778564	3158	751	20-41			12
"POINT (-118.4922742519404 34.043164420526409)"	467		0	45179	15675	180	3159	752	20-108			12
"POINT (-118.49416788798916 34.044819391976986)"	468		0	45180	15676	359.78936767	3160	753	20-77			12
"POINT (-118.49112480070006 34.040709503375517)"	469		0	45181	16121	0	3222	758	20-150			12
"POINT (-118.4895272442095 34.039014617523925)"	470		0	45182	16122	0.71024197	3223	759	20-157			12
"POINT (-118.48860007944437 34.037657793863403)"	471		0	45183	16123	179.3981781	3224	760	20-202			12
"POINT (-118.49023477483321 34.041433810848694)"	472		0	45184	16124	0	3225	761	20-145			12
"POINT (-118.48861541050074 34.03975277314801)"	473		0	45185	16125	359.85675048	3226	762	20-165			12
"POINT (-118.4876208950613 34.038453026288124)"	474		0	45186	16126	179.82095336	3227	763	20-207			12
"POINT (-118.48605595781304 34.036841080405488)"	475		0	45187	16127	0	3228	764	19-41			12
"POINT (-118.48511217733925 34.037611035452734)"	476		0	45188	16128	0	3229	765	19-45			12
"POINT (-118.48416173230773 34.038384459872461)"	477		0	45189	16129	0	3230	766	19-50			12
"POINT (-118.48303699430468 34.039297416302965)"	478		0	45190	16130	0	3231	767	19-56			12
"POINT (-118.48067845470514 34.030882483599072)"	479		0	45191	16718	180	3281	778	18-51			12
"POINT (-118.48221993914376 34.032321472021017)"	480		0	45192	16719	180.14323425	3282	779	19-203			12
"POINT (-118.4798001151397 34.03388418845558)"	481		0	45193	16720	268.26428222	3283	780	19-205A			12
"POINT (-118.48145888619472 34.035297249583394)"	482		0	45194	16721	270	3284	781	19-146			12
"POINT (-118.48464537111552 34.034311011679002)"	483		0	45195	16722	89.5379486	3285	782	19-129			12
"POINT (-118.48365934192717 34.033570523433184)"	484		0	45196	16723	0.143239	3286	783	19-134			12
"POINT (-118.48293208458112 34.034161212320349)"	485		0	45197	16724	0	3287	784	19-139			12
"POINT (-118.48213712005709 34.034802671666384)"	486		0	45198	16725	0	3288	785	19-142			12
"POINT (-118.48148232909789 34.032918422380291)"	487		0	45199	16726	180	3289	786	19-199			12
"POINT (-118.4806909993291 34.033562039981973)"	488		0	45200	16727	179.93489074	3290	787	19-198			12
"POINT (-118.48446630582048 34.035790366792121)"	489		0	45201	16728	180	3291	788	19-102			12
"POINT (-118.48353150005238 34.036554941031405)"	490		0	45202	16729	180	3292	789	19-98			12
"POINT (-118.48163604583115 34.038085293149841)"	491		0	45203	16730	90	3293	790	19-90			12
"POINT (-118.48258101152443 34.037330305054653)"	492		0	45204	16731	180	3294	791	19-94			12
"POINT (-118.48065068469964 34.035942501997305)"	493		0	45205	16732	269.40319824	3295	792	19-151			12
"POINT (-118.47989501102057 34.034204821747608)"	494		0	45206	16733	180	3296	793	19-194			12
"POINT (-118.47907951630019 34.034866589122679)"	495		0	45207	16734	180.01153564	3297	794	19-190			12
"POINT (-118.47827152976858 34.035522554903068)"	496		0	45208	16735	180	3298	795	19-189			12
"POINT (-118.47767181512933 34.036009310076004)"	497		0	45209	16736	180	3299	796	19-188			12
"POINT (-118.47973713283349 34.036699324202999)"	498		0	45210	16737	90	3300	797	19-157			12
"POINT (-118.47825129184204 34.035198498561186)"	499		0	45211	16738	268.58120727	3301	798	19-206A			12
"POINT (-118.47887934459845 34.03463607032139)"	500		0	45212	16739	90.24023437	3302	799	19-206			12
"POINT (-118.47656042550126 34.032658698866591)"	501		0	45213	16740	89.28607177	3303	800	18-75			12
"POINT (-118.47827424953907 34.032831953237768)"	502		0	45214	16741	180.35809326	3304	801	18-28			12
"POINT (-118.47744698803963 34.033501380130623)"	503		0	45215	16742	180.17904663	3305	802	18-21			12
"POINT (-118.4760327413231 34.032205193060129)"	504		0	45216	17504	89.28383636	3430	820	18-72			12
"POINT (-118.47743733381448 34.03063727985343)"	505		0	45217	17505	359.63934326	3431	821	18-91			12
"POINT (-118.47769456935903 34.030702591342859)"	506		0	45218	17506	180.06756591	3432	822	18-82			12
"POINT (-118.47856117093448 34.029997467144327)"	507		0	45219	17507	180	3433	823	18-85			12
"POINT (-118.47514724555788 34.032491927225536)"	508		0	45220	17508	0.04758799	3434	824	18-105			12
"POINT (-118.4759111470343 34.031883427082747)"	509		0	45221	17509	0	3435	825	18-103			12
"POINT (-118.47645770549313 34.031437891169503)"	510		0	45222	17510	0	3436	826	18-100			12
"POINT (-118.47621250859568 34.030579429863941)"	511		0	45223	17511	90	3437	827	18-97			12
"POINT (-118.47560206085495 34.030945759201352)"	512		0	45224	17512	90	3438	828	18-122			12
"POINT (-118.47875074385188 34.029517149764224)"	513		0	45225	17513	270	3439	829	18-86			12
"POINT (-118.47809608522783 34.028955281146608)"	514		0	45226	17514	270	3440	830	18-125			12
"POINT (-118.47588334406596 34.029293976009207)"	515		0	45227	17515	359.67990112	3441	831	18-129			12
"POINT (-118.47494519715521 34.030044479888488)"	516		0	45228	17516	0	3442	832	18-135			12
"POINT (-118.47422819240161 34.030626431339734)"	517		0	45229	17517	0	3443	833	18-135A			12
"POINT (-118.47355796601052 34.031170404336549)"	518		0	45230	17518	0	3444	834	18-136			12
"POINT (-118.47273187096161 34.031783687156945)"	519		0	45231	17519	359.83630371	3445	835	18-137			12
"POINT (-118.47186973355215 34.030238519384149)"	520		0	45232	17520	180	3446	836	18-156			12
"POINT (-118.4735995759457 34.028835704809318)"	521		0	45233	17521	180	3447	837	18-161			12
"POINT (-118.47267796312831 34.029586226965904)"	522		0	45234	17522	180	3448	838	18-157			12
"POINT (-118.4729005986984 34.029096383944903)"	523		0	45235	17523	0	3449	839	18-171			12
"POINT (-118.47408782331833 34.028407164032672)"	524		0	45236	17524	180	3450	840	18-166			12
"POINT (-118.47178640473723 34.026853854959647)"	525		0	45239	17525	90	3453	843	17-148			12
"POINT (-118.47035412662954 34.025636928847867)"	526		0	45240	17526	90	3454	844	17-146			12
"POINT (-118.47147166353335 34.027609854133949)"	527		0	45241	17527	160.44540405	3455	845	17-153			12
"POINT (-118.47023954397829 34.029533063128341)"	528		0	45242	17528	249.89562988	3456	846	18-176			12
"POINT (-118.46521311053729 34.024842483946394)"	529		0	45244	17819	0	3497	849	17-78			12
"POINT (-118.46256137760206 34.023051926429126)"	530		0	45245	17820	350.77365112	3498	850	17-36			12
"POINT (-118.46625084182024 34.024222145629693)"	531		0	45247	17821	90	3500	852	17-87			12
"POINT (-118.46359457126778 34.022498145361119)"	532		0	45249	17822	351.03109741	3502	854	17-33			12
"POINT (-118.46464794877026 34.02194225822948)"	533		0	45250	17823	350.39697265	3503	855	17-30			12
"POINT (-118.46455567540094 34.020204714989319)"	534		0	45252	17824	260.68493652	3505	857	17-9			12
"POINT (-118.46344003069314 34.018835963594839)"	535		0	45253	18335	350.86981201	3557	867	16-122			12
"POINT (-118.46534314817079 34.017727755513164)"	536		0	45255	18336	350.47406005	3559	869	16-113			12
"POINT (-118.46220694049188 34.017411862232912)"	537		0	45256	18337	261.04394531	3560	870	16-103			12
"POINT (-118.46203330808699 34.015737872533983)"	538		0	45257	18338	350.4086914	3561	871	16-89			12
"POINT (-118.46066090699321 34.015950480444289)"	539		0	45258	18339	350.79034423	3562	872	16-59			12
"POINT (-118.48238517929374 34.040082631782091)"	540		0	45259	18980	270.02236938	3608	881	19-17			12
"POINT (-118.48267799920595 34.042188927611612)"	541		0	45260	18981	0	3609	882	19-4			12
"POINT (-118.48176409479687 34.042934533783537)"	542		0	45261	18982	0	3610	883	19-6			12
"POINT (-118.48129002490687 34.040753326596743)"	543		0	45262	18983	270.17904663	3611	884	19-2			12
"POINT (-118.48031151089413 34.041485890883486)"	544		0	45263	18984	270	3612	885	19-7			12
"POINT (-118.48082859882459 34.043695724999388)"	545		0	45264	18985	0	3613	886	21-14			12
"POINT (-118.47940850534681 34.042251536668907)"	546		0	45265	18986	270	3614	887	21-12			12
"POINT (-118.47973167280114 34.044301402817965)"	547		0	45268	18987	89.38723754	3617	890	21-17			12
"POINT (-118.47824701596096 34.043034583685447)"	548		0	45269	18988	90	3618	891	21-20			12
"POINT (-118.47793472354128 34.043822946191817)"	549		0	45270	18989	291.80142211	3619	892	21-46			12
"POINT (-118.47655047233123 34.04280819145368)"	550		0	45271	19277	270	3634	896	21-45			12
"POINT (-118.47701591772983 34.041983377158644)"	551		0	45272	19278	90	3635	897	21-21			12
"POINT (-118.47588619185174 34.041018695923221)"	552		0	45273	19279	90	3636	898	21-25			12
"POINT (-118.47798304492338 34.041006593536189)"	553		0	45274	19280	180.04759216	3637	899	21-10			12
"POINT (-118.47985795898093 34.039490638516334)"	554		0	45275	19281	180	3638	900	19-12			12
"POINT (-118.48061721670507 34.038868631704901)"	555		0	45276	19282	180	3639	901	19-13			12
"POINT (-118.47875237449122 34.040385789193806)"	556		0	45277	19283	180.09486389	3640	902	19-9			12
"POINT (-118.47900077915595 34.037237666329261)"	557		0	45278	19284	4.99e-006	3641	903	19-160			12
"POINT (-118.47813385900731 34.038058853189973)"	558		0	45279	19285	270	3642	904	19-161			12
"POINT (-118.47654330459936 34.036927154996697)"	559		0	45280	19286	180	3643	905	19-183C			12
"POINT (-118.4764990934561 34.036616699561016)"	560		0	45281	19287	270.0001831	3644	906	19-209			12
"POINT (-118.47583644435454 34.037500844096442)"	561		0	45283	19288	180	4872	908	19-183A			12
"POINT (-118.47632762172331 34.039625232478471)"	562		0	45284	19289	270	3647	909	21-6			12
"POINT (-118.47483934426528 34.038311990874917)"	563		0	45286	19290	179.81867981	3649	911	21-1			12
"POINT (-118.4773836964487 34.035834396708829)"	564		0	45289	19291	270.01629638	3652	914	19-208			12
"POINT (-118.47582127970803 34.034511183173933)"	565		0	45290	19292	270.17947387	3653	915	18-12			12
"POINT (-118.47512447966048 34.035484886599939)"	566		0	45291	19293	270.35809326	3654	916	18-8			12
"POINT (-118.47569718123431 34.037268837112222)"	567		0	45293	19294	0	3656	918	19-210			12
"POINT (-118.47410859323914 34.036215193936236)"	568		0	45295	19295	180.26608276	3658	920	18-1			12
"POINT (-118.47309029519333 34.037053119697298)"	569		0	45296	19296	89.83197784	3659	921	22-24			12
"POINT (-118.47463555302394 34.038135338359353)"	570		0	45297	19297	270	3660	922	21-3			12
"POINT (-118.47365330752926 34.037534849788535)"	571		0	45298	19298	89.83185577	3661	923	22-24A			12
"POINT (-118.47186642081431 34.036009388197051)"	572		0	45299	19299	89.99999237	3662	924	22-31			12
"POINT (-118.47232321996918 34.036398962107654)"	573		0	45300	19300	89.82109069	3663	925	22-29			12
"POINT (-118.47111992312783 34.036748598977915)"	574		0	45301	19301	270.17919921	3664	926	22-33			12
"POINT (-118.47226451019013 34.037725694823614)"	575		0	45302	19302	270.57873535	3665	927	22-19			12
"POINT (-118.47371241476415 34.03887045173478)"	576		0	45303	19303	4.99e-006	3666	928	21-32			12
"POINT (-118.47371219260896 34.03921704829262)"	577		0	45305	19304	179.95225524	3668	930	21-31			12
"POINT (-118.47130942131977 34.038441567391743)"	578		0	45306	19305	179.85676574	3669	931	22-15			12
"POINT (-118.47459578255923 34.03971600458771)"	579		0	45307	19306	270	3670	932	21-28			12
